,Timestamp,idx,gaze_x,gaze_y,gaze_z,REyePos_x,REyePos_y,LEyePos_x,LEyePos_y,yaw,pitch,roll,HeadBox_xmin,HeadBox_ymin,RightEyeBox_xmin,RightEyeBox_ymin,LeftEyeBox_xmin,LeftEyeBox_ymin,ROpenClose,LOpenClose,set_x,set_y,set_z,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG
10,1752789365.635249,0.0,-0.4834400541806537,0.01962748158015573,0.8751573995390776,0.0,0.0,0.0,0.0,28.916416374846794,1.1246440741754744,0.0,595.0,241.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1752789365.765656,0.0,-0.5003818757563101,-0.1917112649250462,0.844313159586229,0.0,0.0,0.0,0.0,30.653086255207285,-11.052668532689754,0.0,593.0,245.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1752789365.897272,0.0,-0.47496607177395384,-0.04863526771793317,0.8786590955172862,0.0,0.0,0.0,0.0,28.393786932790405,-2.787695310591768,0.0,589.0,242.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1752789366.029074,0.0,-0.4233772167665266,-0.01219814676341005,0.9058713954254758,0.0,0.0,0.0,0.0,25.049981337626296,-0.69891966075538,0.0,586.0,244.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1752789366.164454,1.0,-0.4437099266294884,0.001614957389501015,0.8961689545880094,0.0,0.0,0.0,0.0,26.340868127631737,0.09253028273307984,0.0,585.0,244.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1752789366.296368,1.0,-0.4089077902187131,0.14746022918355772,0.9005830518407794,0.0,0.0,0.0,0.0,24.420321236911672,8.479771685017036,0.0,588.0,251.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1752789366.428694,1.0,-0.4885019204072661,0.07432501622646637,0.8693915400715221,0.0,0.0,0.0,0.0,29.331172098415795,4.262440336542578,0.0,588.0,247.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1752789366.562687,1.0,-0.47945410193662896,-0.016271391995056006,0.877416141381232,0.0,0.0,0.0,0.0,28.65389818181027,-0.9323232312425527,0.0,587.0,248.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1752789366.694709,1.0,-0.7038165646796127,0.036127551305330435,0.709462543104873,0.0,0.0,0.0,0.0,44.77110748167559,2.0704067630759186,0.0,587.0,249.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1752789366.828493,1.0,-0.7026506659548022,0.04999027527795079,0.7097767433387152,0.0,0.0,0.0,0.0,44.71092978541291,2.865426099413924,0.0,585.0,249.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1752789366.961639,1.0,-0.7019855719062418,0.032628662875399256,0.7114433081759285,0.0,0.0,0.0,0.0,44.61662005613439,1.869816551069869,0.0,584.0,249.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1752789367.095586,1.0,-0.7246465767798352,0.041543998116569364,0.6878672887801269,0.0,0.0,0.0,0.0,46.491540706864065,2.380980982071318,0.0,583.0,251.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1752789367.229209,1.0,-0.49751143802781833,-0.13523055648933127,0.8568518460373995,0.0,0.0,0.0,0.0,30.140613410829896,-7.771952059936921,0.0,584.0,254.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1752789367.360783,1.0,-0.680754714942671,0.06739373220791649,0.7294046755738631,0.0,0.0,0.0,0.0,43.024101151865025,3.8643054189117696,0.0,585.0,252.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1752789367.498723,1.0,-0.6802591832094762,0.06298310116502297,0.7302605684434882,0.0,0.0,0.0,0.0,42.96977729484612,3.611055998472649,0.0,584.0,250.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1752789367.634598,1.0,-0.7123600791349829,0.06799362358722744,0.6985127178393454,0.0,0.0,0.0,0.0,45.562325595242335,3.8987556873127036,0.0,583.0,250.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1752789367.765443,1.0,-0.7103801444202938,0.05927266239062845,0.7013178927155557,0.0,0.0,0.0,0.0,45.36779936632464,3.3980650875163674,0.0,581.0,250.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1752789367.903573,1.0,-0.7262821209071637,0.07877432872319375,0.6828681018935492,0.0,0.0,0.0,0.0,46.76464756216687,4.518117595744902,0.0,581.0,250.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1752789368.030902,1.0,-0.6760866380923914,0.1044839226427004,0.729376399528201,0.0,0.0,0.0,0.0,42.828604215257165,5.99743395913846,0.0,580.0,251.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1752789368.162462,2.0,-0.44385694992518643,0.053317529056660234,0.8945100427542997,0.0,0.0,0.0,0.0,26.390662217559985,3.0563186198886285,0.0,580.0,249.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1752789368.308613,2.0,-0.575520417888396,0.05063477824269602,0.8162183120188737,0.0,0.0,0.0,0.0,35.18789284042096,2.9024002267107307,0.0,580.0,249.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1752789368.447466,2.0,-0.6046718368538488,0.02914654727294702,0.7959412550026777,0.0,0.0,0.0,0.0,37.223720812512866,1.6702106829657015,0.0,578.0,250.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1752789368.619997,2.0,-0.6427103634412865,0.021377568875186215,0.765810992912007,0.0,0.0,0.0,0.0,40.0052085080172,1.2249377844019733,0.0,579.0,250.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1752789368.771931,2.0,-0.26040230619354277,-0.09508639029895047,0.960806558241783,0.0,0.0,0.0,0.0,15.164282599268057,-5.456292120837772,0.0,577.0,253.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1752789368.899702,2.0,-0.2942198164510459,-0.047007611806606925,0.9545811002924457,0.0,0.0,0.0,0.0,17.130280385194617,-2.6943306675398966,0.0,577.0,253.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1752789369.036126,2.0,-0.2997023999900469,-0.07386024243566486,0.9511693545949776,0.0,0.0,0.0,0.0,17.489033301844014,-4.235737362892022,0.0,578.0,253.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1752789369.172814,2.0,-0.3313275748430163,-0.035259269388644515,0.9428567876697214,0.0,0.0,0.0,0.0,19.361891683956088,-2.0206261514090325,0.0,579.0,257.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1752789369.302401,2.0,-0.3598091807014578,-0.011816675078303307,0.9329510086018302,0.0,0.0,0.0,0.0,21.090021916926204,-0.677061367264005,0.0,582.0,257.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1752789369.44026,2.0,-0.317066952614503,-0.0005125673726952551,0.9484029942713785,0.0,0.0,0.0,0.0,18.485641974241013,-0.02936794845749789,0.0,582.0,257.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1752789369.569532,2.0,-0.3357060168018785,0.018652327155141563,0.9417821812296281,0.0,0.0,0.0,0.0,19.619028030361576,1.0687616022151047,0.0,583.0,258.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1752789369.694243,2.0,-0.34704297475965373,-0.010820762579981658,0.9377868060729682,0.0,0.0,0.0,0.0,20.30779779676407,-0.6199961264584879,0.0,584.0,259.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1752789369.828541,2.0,-0.30333248363519516,0.03223752517336223,0.9523393570788447,0.0,0.0,0.0,0.0,17.667354426221046,1.8473942151981069,0.0,586.0,261.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1752789369.964528,2.0,-0.3008099080559557,0.017392197465900344,0.9535255173123643,0.0,0.0,0.0,0.0,17.50898850254338,0.996549756373038,0.0,588.0,261.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1752789370.095453,3.0,-0.3216144461693421,-0.0032297435772219996,0.946865234841087,0.0,0.0,0.0,0.0,18.76068883282587,-0.18505099760392793,0.0,587.0,262.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1752789370.227906,3.0,-0.3091257059559068,0.02124019514060224,0.9507839750324931,0.0,0.0,0.0,0.0,18.01075172910756,1.217065061607689,0.0,589.0,263.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1752789370.3609,3.0,-0.31932053554357864,-0.004963162061623422,0.9476337329518252,0.0,0.0,0.0,0.0,18.622077215186245,-0.2843694066561588,0.0,588.0,263.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1752789370.494425,3.0,-0.6080659994400488,-0.04388180226555144,0.7926727937006414,0.0,0.0,0.0,0.0,37.49211819975266,-2.5150496766086676,0.0,589.0,264.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1752789370.627403,3.0,-0.6591193872577635,0.0049179010511962995,0.7520222399378755,0.0,0.0,0.0,0.0,41.23335402557964,0.28177611013207693,0.0,589.0,263.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1752789370.760518,3.0,-0.6944802732846511,-0.005557620381403172,0.7194903265475303,0.0,0.0,0.0,0.0,43.98666840286592,-0.3184298312359924,0.0,587.0,264.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1752789370.895587,3.0,-0.6802611548862352,-0.01754870132645525,0.7327596408587044,0.0,0.0,0.0,0.0,42.87224731290827,-1.0055181358231013,0.0,585.0,264.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1752789371.028848,3.0,-0.6503757787393784,-0.03422976128262298,0.7588409658189237,0.0,0.0,0.0,0.0,40.59871193630774,-1.9616040433900181,0.0,584.0,265.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1752789371.159651,3.0,-0.6667464286807024,-0.05079331343385257,0.7435517245351995,0.0,0.0,0.0,0.0,41.88273265196068,-2.911495327518392,0.0,583.0,266.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1752789371.293712,3.0,-0.640735133978044,-0.04838012662690641,0.7662361336826919,0.0,0.0,0.0,0.0,39.90274084123597,-2.7730595737945136,0.0,581.0,267.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1752789371.43032,3.0,-0.642362096297759,-0.025379465944183055,0.7659808872764797,0.0,0.0,0.0,0.0,39.983659178175145,-1.4542924358836375,0.0,581.0,267.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1752789371.562223,3.0,-0.6273571675975768,0.04574447631359238,0.7773869545020348,0.0,0.0,0.0,0.0,38.90379285063598,2.621880377270905,0.0,581.0,270.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1752789371.694863,3.0,-0.6324281947386517,-0.028267266646425232,0.7741030790563499,0.0,0.0,0.0,0.0,39.24820013260799,-1.6198108412351537,0.0,580.0,269.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1752789371.826053,3.0,-0.6273206059292326,-0.057656513688989025,0.7766238364007592,0.0,0.0,0.0,0.0,38.92966465195476,-3.3053079149136706,0.0,580.0,269.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1752789371.96013,3.0,-0.63806352883915,-0.03952417873847261,0.7689686426583449,0.0,0.0,0.0,0.0,39.68471148455076,-2.2651586486505204,0.0,580.0,269.0,0.0,0.0,0.0,0.0,1.0,1.0,426.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
